DateTime,CloudCoverage,Temperature,WindSpeed,WindDirection,Rainfall
07/06/2016 00:00,40.8,21.3,5.47,315,0
07/07/2016 00:00,20.9,20.1,6.41,315,0
07/08/2016 00:00,27.2,19.5,7.02,315,0
07/09/2016 00:00,23.2,19.1,5.94,315,0
07/10/2016 00:00,77.5,18.7,5.44,180,0
07/11/2016 00:00,63.9,17.1,4.82,225,0
07/12/2016 00:00,31.5,16.7,6.44,315,0
07/13/2016 00:00,23.2,16.4,7.99,45,0
07/14/2016 00:00,10,17.8,6.95,45,0
07/15/2016 00:00,9.2,20.9,5.51,90,0
07/16/2016 00:00,10.1,23.6,4.82,90,0
07/17/2016 00:00,10,24.5,4.68,315,0
07/18/2016 00:00,17.4,24.1,4.68,315,0
07/19/2016 00:00,13.2,21.6,8.6,225,0
07/20/2016 00:00,62.5,19.5,5.08,315,0
07/21/2016 00:00,64.6,19.9,4.28,180,0
07/22/2016 00:00,75.7,19.1,7.16,315,0
07/23/2016 00:00,10.9,19.6,7.92,315,0
07/24/2016 00:00,8.9,19.7,7.16,315,0
07/25/2016 00:00,24.4,20.1,6.52,90,0
07/26/2016 00:00,37.3,20.3,8.82,45,0
07/27/2016 00:00,18.7,20.9,9.9,225,0
07/28/2016 00:00,22.3,21.5,9.72,45,0
07/29/2016 00:00,35.6,19,6.62,315,0
07/30/2016 00:00,74.4,19,6.41,270,0
07/31/2016 00:00,48.6,19.6,7.7,315,0
08/01/2016 00:00,13.9,17.4,6.95,315,0
08/02/2016 00:00,12.6,18,6.48,315,0
08/03/2016 00:00,64.3,21,4.36,45,0
08/04/2016 00:00,75,20.2,8.1,180,0
08/05/2016 00:00,14.6,19,6.73,315,0
08/06/2016 00:00,9.2,20.9,5.62,315,0
08/07/2016 00:00,9.7,21.2,5.54,315,0
08/08/2016 00:00,20.6,21.2,6.23,270,0
08/09/2016 00:00,72.8,19.3,13.97,45,0
08/10/2016 00:00,34.1,18.9,15.48,45,0
08/11/2016 00:00,8.7,19.7,9.14,45,0
08/12/2016 00:00,15.1,21.3,4.36,90,0
08/13/2016 00:00,20.2,17.8,5,315,0
08/14/2016 00:00,50.2,20.1,4.07,315,0
08/15/2016 00:00,32.7,19.6,6.3,45,0
08/16/2016 00:00,23.3,20.3,7.09,180,0
08/17/2016 00:00,73.5,19,8.39,180,0
08/18/2016 00:00,11.9,19,6.84,315,0
08/19/2016 00:00,47.2,19.7,7.88,315,6.4
08/20/2016 00:00,24.4,16.9,5.4,180,0
08/21/2016 00:00,9.1,17.5,5.11,315,0
08/22/2016 00:00,9.3,22.4,4.68,225,0
08/23/2016 00:00,44.1,19.1,5.22,315,0
08/24/2016 00:00,67.2,19.9,4.93,315,2.1
08/25/2016 00:00,100,19.2,6.12,270,6.5
08/26/2016 00:00,43.4,21.1,6.19,225,0
08/27/2016 00:00,35.3,19.7,4.57,135,0
08/28/2016 00:00,36.8,18.4,5.72,315,0
08/29/2016 00:00,17.8,18.3,7.96,45,0
08/30/2016 00:00,12.5,18.6,5.15,315,0
08/31/2016 00:00,18.9,18.5,6.08,225,0
09/01/2016 00:00,24.2,19.7,5.08,315,0
09/02/2016 00:00,38.6,19.5,5.18,315,0
09/03/2016 00:00,25.3,20.4,4.68,225,0
09/04/2016 00:00,35.4,20.4,5.62,135,0
09/05/2016 00:00,35.5,18.5,5.58,315,0
09/06/2016 00:00,22.6,21.9,3.89,225,0
09/07/2016 00:00,61.9,19.7,6.52,315,1.2
09/08/2016 00:00,16.1,17.2,4.9,270,0
09/09/2016 00:00,28.1,17,4.82,180,0
09/10/2016 00:00,87.8,19.3,5.98,180,3.4
09/11/2016 00:00,25.6,20.3,4.93,45,0.3
09/12/2016 00:00,33.1,20.4,12.92,225,3
09/13/2016 00:00,72.6,16.1,8.14,270,54.8
09/14/2016 00:00,96.8,13.7,9.4,225,19.1
09/15/2016 00:00,93,15.7,8.86,270,3.4
09/16/2016 00:00,66,16.1,4.28,315,0.3
09/17/2016 00:00,31.8,14.1,4.72,180,0
09/18/2016 00:00,15.5,14.4,5.11,315,0
09/19/2016 00:00,17.2,15.2,4.9,270,0
09/20/2016 00:00,38.9,14.8,5.58,315,0
09/21/2016 00:00,45.7,15.4,5.04,315,0
09/22/2016 00:00,51.6,16.3,4.75,315,0
09/23/2016 00:00,14.4,17.1,4.36,315,0
09/24/2016 00:00,72.6,17.3,10.3,180,12.2
09/25/2016 00:00,28.1,16,4.18,315,0
09/26/2016 00:00,54.1,16.1,4.86,225,0
09/27/2016 00:00,91.6,18.3,3.78,315,1.9
09/28/2016 00:00,24.6,18.4,3.92,315,0
09/29/2016 00:00,41.6,16.9,3.82,315,0
09/30/2016 00:00,86.2,15.5,3.28,225,0.6
10/01/2016 00:00,48.4,13.2,3.78,225,0
10/02/2016 00:00,16.6,12.8,2.84,225,0
10/03/2016 00:00,15.8,13.4,2.88,225,0
10/04/2016 00:00,93.3,13.4,3.82,225,0.7
10/05/2016 00:00,81.4,12.6,3.02,225,0
10/06/2016 00:00,31.5,14.4,3.42,315,0
10/07/2016 00:00,15.8,14.5,2.66,225,0
10/08/2016 00:00,31.1,14.6,4.43,45,0
10/09/2016 00:00,14.2,13.4,4.61,45,0
10/10/2016 00:00,14.4,12.9,2.59,225,0
10/11/2016 00:00,98.1,13.4,6.26,180,2.4
10/12/2016 00:00,77,15.4,3.64,225,6
10/13/2016 00:00,98.6,13.1,3.6,180,4.3
10/14/2016 00:00,40.2,12.4,8.5,225,4.2
10/15/2016 00:00,91.2,14.2,10.48,180,2.2
10/16/2016 00:00,48.4,15.6,7.31,225,2.5
10/17/2016 00:00,93.4,15.3,2.77,225,0.7
10/18/2016 00:00,42.5,15,3.24,225,0
10/19/2016 00:00,75.5,15.1,3.82,45,0
10/20/2016 00:00,41.7,14.6,5.08,45,0
10/21/2016 00:00,23.6,13.4,1.91,225,0
10/22/2016 00:00,92.2,14.9,2.92,225,13.8
10/23/2016 00:00,34,14.3,11.63,180,3.7
10/24/2016 00:00,33.5,13.5,5.15,180,0
10/25/2016 00:00,52.9,14.2,3.1,225,0
10/26/2016 00:00,24.3,16,1.69,225,0
10/27/2016 00:00,14.2,16.5,1.33,225,0
10/28/2016 00:00,16.9,17.6,0.68,225,0
10/29/2016 00:00,25.2,16.8,0.94,225,0
10/30/2016 00:00,12.7,15.8,1.58,225,0
10/31/2016 00:00,21.8,15.2,0.86,225,0
11/01/2016 00:00,75.2,14.3,1.01,225,0
11/02/2016 00:00,51.4,14.4,1.26,225,0
11/03/2016 00:00,68.9,14.5,1.98,225,0.5
11/04/2016 00:00,95,14,4.03,270,4
11/05/2016 00:00,47.6,10.9,4.43,225,16.6
11/06/2016 00:00,66.8,7.5,4.86,225,13.1
11/07/2016 00:00,45.1,6.9,4.61,225,11.5
11/08/2016 00:00,89.9,9.7,8.53,225,16.2
11/09/2016 00:00,94.2,10.9,4.43,270,2.3
11/10/2016 00:00,88.1,11.1,3.67,225,1.9
11/11/2016 00:00,73,12.8,6.95,180,0.7
11/12/2016 00:00,100,14.6,7.09,180,15.7
11/13/2016 00:00,73.9,12.5,5.94,45,0.3
11/14/2016 00:00,27.1,9.9,5.22,45,0
11/15/2016 00:00,12.5,8.9,2.66,225,0
11/16/2016 00:00,14.3,9.9,2.38,225,0
11/17/2016 00:00,91.9,12.3,4.14,225,1.1
11/18/2016 00:00,79.4,12.1,8.75,270,1.2
11/19/2016 00:00,91.2,11.2,14.26,225,3.3
11/20/2016 00:00,68.8,14.2,14.4,225,23.7
11/21/2016 00:00,94.8,9.4,10.94,225,12.3
11/22/2016 00:00,51.4,5.7,4,225,0.6
11/23/2016 00:00,45.7,5.6,3.64,225,0
11/24/2016 00:00,100,7.1,9.04,135,14.6
11/25/2016 00:00,13.4,5.4,4.46,225,0
11/26/2016 00:00,94.2,5.1,2.66,225,0
11/27/2016 00:00,15.9,7.5,2.59,225,0
11/28/2016 00:00,17.5,6.8,2.56,225,0
11/29/2016 00:00,18.3,7.2,4.18,90,0
11/30/2016 00:00,37.3,8.9,3.6,225,0
12/01/2016 00:00,69.7,11.1,2.2,225,0
12/02/2016 00:00,13.9,9.1,2.02,225,0
12/03/2016 00:00,38.7,10,3.64,225,0
12/04/2016 00:00,21.8,13.1,2.84,225,0.5
12/05/2016 00:00,29.8,12,2.05,225,0
12/06/2016 00:00,20.5,11.7,2.66,225,0
12/07/2016 00:00,36.6,12.5,4.25,225,0
12/08/2016 00:00,60.2,12.4,5.08,180,0
12/09/2016 00:00,17.1,13.3,9.14,180,0
12/10/2016 00:00,57.8,14.1,9.68,180,0
12/11/2016 00:00,29.4,13,4.75,225,0
12/12/2016 00:00,29.6,11.7,3.13,225,0
12/13/2016 00:00,22,11,6.52,180,0
12/14/2016 00:00,61.5,11,7.45,225,20.2
12/15/2016 00:00,99.2,8.6,10.87,180,8
12/16/2016 00:00,68.1,9.8,5.26,225,17.4
12/17/2016 00:00,15.6,7.9,3.38,225,0
12/18/2016 00:00,15.4,5.8,3.1,225,0
12/19/2016 00:00,56.8,4.6,3.35,225,0
12/20/2016 00:00,94.9,8,2.41,225,5.4
12/21/2016 00:00,99.4,9.9,7.06,180,0
12/22/2016 00:00,97.9,13,5.8,225,1.1
12/23/2016 00:00,82.6,12.9,5.62,225,0
12/24/2016 00:00,67.6,13.4,3.49,225,0
12/25/2016 00:00,15.3,10.3,2.52,225,0
12/26/2016 00:00,59.7,9.7,3.02,225,0
12/27/2016 00:00,14.8,5.7,2.02,225,0
12/28/2016 00:00,14.7,5.3,1.19,225,0
12/29/2016 00:00,14.8,4.7,1.44,225,0
12/30/2016 00:00,14.9,4.5,1.22,225,0
12/31/2016 00:00,14.8,4.4,1.87,225,0
01/01/2017 00:00,99.2,6.4,5.54,180,0
01/02/2017 00:00,75.9,11.8,8.35,135,0
01/03/2017 00:00,83.9,12.1,4.9,180,0.5
01/04/2017 00:00,62.7,13.6,3.49,225,1.4
01/05/2017 00:00,19.2,11,2.56,225,0
01/06/2017 00:00,14.3,5.7,2.92,225,0
01/07/2017 00:00,14.3,3.8,1.98,225,0
01/08/2017 00:00,14.3,4.5,1.84,225,0
01/09/2017 00:00,34.2,5.9,2.12,225,0
01/10/2017 00:00,93.7,10.1,3.67,225,6.2
01/11/2017 00:00,98,11.3,2.88,225,1.8
01/12/2017 00:00,98.9,10.3,7.63,270,2.8
01/13/2017 00:00,81.7,6.6,4.57,225,5.2
01/14/2017 00:00,35.2,5.4,3.35,225,0.9
01/15/2017 00:00,82.3,6.9,3.13,225,0.3
01/16/2017 00:00,82.5,8.2,3.53,225,0
01/17/2017 00:00,68.3,8,6.41,45,0
01/18/2017 00:00,21.4,4.4,9.5,45,0
01/19/2017 00:00,97.8,1,2.48,225,0
01/20/2017 00:00,13.3,1.6,2.3,225,0
01/21/2017 00:00,26.8,3.3,2.2,225,0
01/22/2017 00:00,16.9,3.7,2.92,225,0
01/23/2017 00:00,15.3,3.5,3.13,225,0
01/24/2017 00:00,14.7,3.5,2.09,225,0
01/25/2017 00:00,20.7,5.6,5.36,180,0.6
01/26/2017 00:00,68,10.9,12.49,180,3.2
01/27/2017 00:00,77.4,8,10.66,180,22.4
01/28/2017 00:00,66.2,9.2,9.22,180,1.8
01/29/2017 00:00,87.5,13.2,14.58,225,0
01/30/2017 00:00,100,13.9,19.55,180,0
01/31/2017 00:00,98.5,11.8,9.79,180,12.2
02/01/2017 00:00,88,11.9,17.89,180,0.4
02/02/2017 00:00,68.1,10.5,21.89,225,43.4
02/03/2017 00:00,93.5,11,29.84,225,67.6
02/04/2017 00:00,97.3,11.7,19.76,225,18.5
02/05/2017 00:00,75.4,9.6,18.11,270,3.5
02/06/2017 00:00,78,13.1,13.07,225,17.1
02/07/2017 00:00,52.9,8.9,7.34,270,3.2
02/08/2017 00:00,47.9,5.8,2.81,225,0
02/09/2017 00:00,92,7.4,6.73,180,0.6
02/10/2017 00:00,33.7,8.4,10.22,180,0
02/11/2017 00:00,80.5,6.3,11.2,45,0
02/12/2017 00:00,94.3,9.7,9,90,1
02/13/2017 00:00,83.7,9.9,8.93,180,1.6
02/14/2017 00:00,67.4,10.7,9.11,180,12.4
02/15/2017 00:00,89,11.4,3.02,225,2.2
02/16/2017 00:00,16.3,12,2.99,225,0
02/17/2017 00:00,15.8,11.1,5,225,0
02/18/2017 00:00,83.6,9.4,4.79,180,21.4
02/19/2017 00:00,22.2,8.5,4.57,270,0
02/20/2017 00:00,17,9.5,5.72,270,0
02/21/2017 00:00,19.4,10.5,4.32,315,0
02/22/2017 00:00,14,9.7,2.99,225,0
02/23/2017 00:00,91.1,10.7,3.96,225,0.4
02/24/2017 00:00,31.2,10.2,7.49,45,0
02/25/2017 00:00,10.5,8.8,6.19,225,0
02/26/2017 00:00,88.6,11.8,11.27,225,0
02/27/2017 00:00,78.8,11.2,20.99,225,5.9
02/28/2017 00:00,77.5,10.6,13.46,225,10.1
03/01/2017 00:00,75.8,12.4,15.8,225,0.8
03/02/2017 00:00,75.1,12.7,15.98,180,3.5
03/03/2017 00:00,92.2,7.8,12.1,225,11.1
03/04/2017 00:00,56.1,8.8,13.54,225,3.6
03/05/2017 00:00,98.4,13.4,12.13,225,3.7
03/06/2017 00:00,35.5,13.4,7.13,225,3.2
03/07/2017 00:00,96.9,13.5,6.84,180,0
03/08/2017 00:00,59,12.4,4.18,225,0
03/09/2017 00:00,10,11.8,5.04,225,0
03/10/2017 00:00,9.3,15.8,5.29,225,0
03/11/2017 00:00,88.1,12.7,11.3,270,0.3
03/12/2017 00:00,72.6,10.5,10.44,315,18.3
03/13/2017 00:00,36.7,10.8,10.33,45,0
03/14/2017 00:00,9.1,12.9,9.4,90,0
03/15/2017 00:00,9.1,12.8,4.64,90,0
03/16/2017 00:00,10.3,12.7,6.26,315,0
03/17/2017 00:00,9.3,11.9,5.87,315,0
03/18/2017 00:00,17.7,9.3,5.51,315,0
03/19/2017 00:00,39.5,9.8,6.66,315,0
03/20/2017 00:00,93.3,11.7,6.26,225,0
03/21/2017 00:00,58.2,10.4,7.99,225,20.5
03/22/2017 00:00,81.3,5.9,11.77,225,26.1
03/23/2017 00:00,87.3,5.1,6.44,180,27.2
03/24/2017 00:00,39.6,7.6,6.73,90,2.8
03/25/2017 00:00,100,5.5,3.02,225,2.3
03/26/2017 00:00,67.5,9.6,10.8,180,3.3
03/27/2017 00:00,31.9,12,15.59,180,0.3
03/28/2017 00:00,36,14.4,17.1,180,0
03/29/2017 00:00,23.8,15.8,14.29,180,0
03/30/2017 00:00,50,14.6,14.36,180,10.9
03/31/2017 00:00,58.3,11.4,14.22,225,9.1
04/01/2017 00:00,68.5,11.2,7.92,270,2.8
04/02/2017 00:00,32.4,11.6,5.18,315,0
04/03/2017 00:00,9.1,10.7,4.28,315,0
04/04/2017 00:00,19.3,12.3,9.04,45,0
04/05/2017 00:00,21.8,13.9,13.36,45,0
04/06/2017 00:00,8.3,14.6,6.73,90,0
04/07/2017 00:00,8.2,14.8,4.14,225,0
04/08/2017 00:00,8.3,13.7,5.15,315,0
04/09/2017 00:00,18.8,14.8,4.36,315,0
04/10/2017 00:00,8.5,15.2,4.54,315,0
04/11/2017 00:00,9.3,13.4,4.72,315,0
04/12/2017 00:00,8.1,13.5,4.28,315,0
04/13/2017 00:00,15.6,12.7,5.47,315,0
04/14/2017 00:00,79.6,13.8,6.16,225,0
04/15/2017 00:00,49.3,11.2,5.26,225,0
04/16/2017 00:00,22.5,14.3,4.64,90,0
04/17/2017 00:00,12,14.6,4.75,315,0
04/18/2017 00:00,34,14.1,6.08,90,0
04/19/2017 00:00,8,15.3,15.48,90,0
04/20/2017 00:00,8.1,15.8,11.3,90,0
04/21/2017 00:00,9.6,15.3,4.97,315,0
04/22/2017 00:00,10.9,15.4,4.5,315,0
04/23/2017 00:00,9,14.4,3.89,315,0
04/24/2017 00:00,14.1,13.3,4.86,315,0
04/25/2017 00:00,95.5,12,6.44,180,4.6
04/26/2017 00:00,37.7,8.7,10.98,45,0
04/27/2017 00:00,17.2,7.7,11.81,45,0
04/28/2017 00:00,7.9,9.6,7.74,90,0
04/29/2017 00:00,34.5,11,16.6,225,0
04/30/2017 00:00,54.2,9.5,16.88,270,14.1
05/01/2017 00:00,91.6,10.8,11.02,225,0
05/02/2017 00:00,12,13.2,5.54,315,0
05/03/2017 00:00,16.1,16.4,4.93,315,0
05/04/2017 00:00,62.9,17.4,4.54,315,0
05/05/2017 00:00,72.6,14,12.74,180,11
05/06/2017 00:00,22.6,15.4,12.74,225,1.6
05/07/2017 00:00,21.6,18.1,5.15,180,0
05/08/2017 00:00,37,18.7,4.28,225,0
05/09/2017 00:00,69.9,16.1,4.57,315,1
05/10/2017 00:00,68.8,16,7.49,180,16.1
05/11/2017 00:00,77.9,14.5,14,180,7.3
05/12/2017 00:00,76.4,14.2,8.53,225,6.6
05/13/2017 00:00,50,14.6,15.44,180,10.3
05/14/2017 00:00,60.3,17.5,12.6,180,2.6
05/15/2017 00:00,43.8,19.8,9.18,180,0
05/16/2017 00:00,30.5,19.2,5.47,315,0
05/17/2017 00:00,95.3,14.2,5.54,315,3.6
05/18/2017 00:00,44.6,12.4,7.52,315,3.8
05/19/2017 00:00,62.2,13.2,6.91,270,1
05/20/2017 00:00,9.6,14.5,6.44,315,0
05/21/2017 00:00,70.3,18.2,4.28,315,0
05/22/2017 00:00,21.2,15.9,7.63,315,0
05/23/2017 00:00,22,19.6,6.52,135,0
05/24/2017 00:00,8.5,23,5.15,315,0
05/25/2017 00:00,53.2,20.6,5.76,315,0
05/26/2017 00:00,86.7,16.4,6.55,315,16.9
05/27/2017 00:00,67.9,18.2,4.97,315,0
05/28/2017 00:00,82.2,17.9,5.08,270,5.8
05/29/2017 00:00,89.7,16.6,4.64,270,10
05/30/2017 00:00,28.2,17.6,6.77,315,0
05/31/2017 00:00,28.2,17,5.04,315,0
06/01/2017 00:00,61.1,16.9,5.29,315,0
06/02/2017 00:00,60.3,16.3,5.76,315,0.7
06/03/2017 00:00,51.1,15.3,8.32,315,0
06/04/2017 00:00,22.4,14.4,6.23,315,0
06/05/2017 00:00,53.6,15.1,14.51,225,4.1
06/06/2017 00:00,33.3,15.1,6.01,270,0
06/07/2017 00:00,8.4,15.5,4.57,315,0
06/08/2017 00:00,59.7,16.5,4.54,315,0.3
06/09/2017 00:00,25.6,18.8,5.98,225,1
06/10/2017 00:00,9.8,18.8,5.69,315,0
06/11/2017 00:00,100,17.6,6.91,315,0
06/12/2017 00:00,33.7,19.9,6.91,270,0
06/13/2017 00:00,68.1,17.8,5.26,315,0.4
06/14/2017 00:00,90.3,16.7,6.34,315,0
06/15/2017 00:00,11.2,17.8,8.39,315,0
06/16/2017 00:00,9.9,20,4.14,270,0
06/17/2017 00:00,9.5,23.7,4.64,315,0
06/18/2017 00:00,11.3,25,4.86,315,0
06/19/2017 00:00,32.1,22.6,4.18,45,0
06/20/2017 00:00,16.1,25.3,5.98,225,0
06/21/2017 00:00,33.7,20.7,6.19,315,0
06/22/2017 00:00,76.3,19.4,5.4,315,1.9
06/23/2017 00:00,39.3,18.3,6.52,315,0
06/24/2017 00:00,20.8,17.7,5.98,315,0
06/25/2017 00:00,28.6,19.3,6.41,315,0
06/26/2017 00:00,93.6,18.2,5.4,315,0
06/27/2017 00:00,73.6,18.8,10.84,225,6
06/28/2017 00:00,73.4,16.2,13.39,270,17.1
06/29/2017 00:00,65,14.5,12.24,270,14.2
06/30/2017 00:00,61.9,15.2,9.72,270,8.4
07/01/2017 00:00,45.6,15.4,6.01,315,0
07/02/2017 00:00,12.6,18.9,7.34,315,0
07/03/2017 00:00,13.3,21.8,4.86,315,0
07/04/2017 00:00,18.7,24,6.59,225,0
07/05/2017 00:00,81.1,19.2,8.35,225,0
07/06/2017 00:00,58.3,17.9,6.48,315,0
